Place,Reviewer Name,Reviewer Link,Reviewer Image,Rating,Date,Text,Photos,Likes Count
Kumari Ghar,Dr KAP,https://www.google.com/maps/contrib/104774999311724260234/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW4-FDExtl-53598JAuIXixQqGB8eOEIsKfXPI_J9QnQTT4ddy2pg=w36-h36-p-rp-mo-ba7-br100,5,7 months ago,"A living god kumari a girl from prepuberty age is selected and will be treated as a god till her first menstruation
A small palace with great wooden carvings
Both equally important for hindus and Buddhists","https://lh5.googleusercontent.com/p/AF1QipM2smZSKpLlsd_Z5UCV4sd8wW5X3P8Myt_fbgM7=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMnKxC3rmGE27uJLHzz2D9jWIUB9Fq3uUM2ESPl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO67MYkkpN1-POrQS3sb4XL4lVUosUMaMIrNp1K=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP1Btdh3toeAykWApIkYsBtHC-deHSDru9U5Ej_=w300-h225-p-k-no",0
Kumari Ghar,Gunnar Caya,https://www.google.com/maps/contrib/104163309905639232697/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUByF3wt47G26x7lSn67jPpKAyxZmHE5lwx3YLFn0elQaGZB1w=w36-h36-p-rp-mo-ba6-br100,5,6 months ago,"This place is the home of Kumari, a girl who is revered as a living goddess. I won't bore you with the specifics (not that I remember them all anyways), but it is truly a unique element of Newari culture and that of Kathmandu. This place is one where a guide (or guidebook) really helps to appreciate what you are seeing.

Cameras are allowed in the square, but no pictures of Kumari are permitted. Kumari appears at various points during the day, usually on the hour, although it might not be every hour. They will warn you (usually only in Nepali) that the Kumari is going to make her appearance, which is your cue to put the camera away. If you aren't fast enough putting it away, expect to be yelled at.

Definitely worth stopping by to visit and learn about an incredibly unique site in Nepal.",https://lh5.googleusercontent.com/p/AF1QipNwWWztbzz5AZ5CHuk70xHZit8vrR3PXKr4O-XP=w600-h450-p-k-no,0
Kumari Ghar,Umesh Duwal,https://www.google.com/maps/contrib/101527774341780079897/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW4g1USc93KoNKHlpWjI7B_xc0KUEbpX1uIBrhHlGrgJaAHTj0=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"Visitors to the Kumari's residence, known as the Kumari Ghar, can witness this ancient tradition that is deeply rooted in Newar culture and Hindu-Buddhist beliefs.","https://lh5.googleusercontent.com/p/AF1QipN8-vNSKBtinIxIVFxBKflz2GG5dMSJgzF2Y09M=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPLDn1Sq4Q32ReHXZDsfPffQoaJDWkuV-8ytFw8=w300-h450-p-k-no",0
Kumari Ghar,K -,https://www.google.com/maps/contrib/117512147631152789089/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX1oRzIQsE_g0a-RKDxVBUT6zzeEau0VMVpwweRK_Qk36p_lrXQ=w36-h36-p-rp-mo-ba7-br100,5,8 months ago,"Kumari Ghar
कुमारी घर:
The ticket price (for foreigners) is a scandal... But it's definitely a beautiful building, steeped in culture and long religious practices.","https://lh5.googleusercontent.com/p/AF1QipMtOnaiNWkhY4acCmTNVm331cG4bsg7CbrTKkGG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOGl6UqX8nF90vIRuaeF3AwtZ52UhNhEoHA5t0W=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP_Q_6FPELpgg7NzsSQnq9143-O7cEQ1NP9-nUv=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPkyVlPViJ---wYRoGxsFgW-T3Cj_RlbdI6KGdv=w300-h225-p-k-no",2
 Sikali Mandir,Sudip Neupane,https://www.google.com/maps/contrib/104682980502994484612/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUPOG5Yoi-gnpzSSTzF4ckKX3Cgji9g6fVeodxaoZXYcdcQ8go8=w36-h36-p-rp-mo-ba5-br100,5,3 weeks ago,"Hindu temple. Open place for picnic.  Parking big area . If you go there with kids take football,  badminton Suttle a piece of sitting clothes. Full enjoy under open sky.","https://lh5.googleusercontent.com/p/AF1QipMxYt132unbzqwksxo8Y9eHjhOBp6XDAHel4s_y=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP90EIqBwBvVmSpjRjRZWl1xEkjTqEXa44odtuk=w300-h450-p-k-no",0
 Sikali Mandir,santosh acharya,https://www.google.com/maps/contrib/113461876774593033616/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVLX_0ngCPLiRrRRb_dgkBYC1BSZL8_BVKs9koLF-USB0fh7BOx=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,Beautiful place to hangout in evenings and for a dry picnic.,"https://lh5.googleusercontent.com/p/AF1QipN-upP8-HVZStXRgY_stb82WMZs-3b64gX0rg9y=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNo6AaXQ_TkXA7VlcCKY_ON32bZwI41-2pXZwD9=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO0vL-6VAAXN7x3WuRuSGwBONRnDOR5XDSNRw_l=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMHHnGzM8zpHpWGz-Rmxv0maNa8_MZR4Aout19m=w300-h225-p-k-no",0
 Sikali Mandir,Gracie Sharma,https://www.google.com/maps/contrib/101846747470519509851/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX562mOPy2LJXBd8aXM50YckFGewUPGkBAyZ3ZJ4WQZH55-tgc=w36-h36-p-rp-mo-ba5-br100,5,a year ago,"An ideal destination for those seeking peaceful moments. The morning atmosphere was simply magical, with soft sunlight filtering through the surroundings. The tranquility of the place allowed me to escape the hustle and bustle of daily life, providing a much-needed respite.I highly recommend visiting during the morning hours to fully immerse yourself in the serenity it offers. Whether you're seeking solace, relaxation, or simply a break from the chaos, this place is a haven of peace.","https://lh5.googleusercontent.com/p/AF1QipPOTE7xxA7n6GpML8elSgVU-sGlvG-uhUn0uzdA=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN_8n26bfpBm3nwNxDfQAZa_fUpqLL5rm3i9e7e=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM0YErJRI4eVSOWWZAUJO8-xZsNdQYTB8BBznVQ=w300-h225-p-k-no",1
 Sikali Mandir,Riha Reviews,https://www.google.com/maps/contrib/111165072465780698129/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV_yZ4hZ1hifVkwYGCoOdYgSbdtxVocCIl10rn7u_M6dnhHNodi=w36-h36-p-rp-mo-ba4-br100,4,2 years ago,The place is so beautiful with such amazing landscape. The green grassland feels phenomenal with the perfect view of the hills and the river nearby. Going there on a rainy day might not be a good idea as the roads are very muddy and kinda slippery too. The place was not so crowded but people were littering around which is not a good sign.,"https://lh5.googleusercontent.com/p/AF1QipOVuRUwbi4f86zfD8P5Vk9asVP_CCv_0aqc0PVo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOFNI4GQX8VXD6BeJKab_veFPH30xW_4cfRy5xT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPipQ7HoA1A7t2D-zk66GyZ1NnyAl8-uZpEihIC=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN44EAakI3GjLbxi9p2RlDenXSfo-KZfkiqGZkK=w300-h225-p-k-no",6
 Sikali Mandir,Nickace Buzzlightyear,https://www.google.com/maps/contrib/105593709235963434837/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVVXwWSJgvs1GsBFUu76rydNTWnszq5MJ_JzbXw9hmXUFQdAI0=w36-h36-p-rp-mo-ba6-br100,5,a week ago,Serene and beautiful.  It is known  to the locals and indigenous community about the significance of this magnificent place. Many come here to pray and worship. Some for site seeing. Some for banbhoj or picnic. Nice place if you happen to come around. Good local hospitality.. peaceful environment.  Now hub to tiktokers and vloggers,,0
 Sikali Mandir,Ace Rai (aaceees),https://www.google.com/maps/contrib/112908308610935678750/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUwFvsJ06e_tHHJuYHcgXuZqnsK9zEX7Key8RWtSLlkPIONJts=w36-h36-p-rp-mo-ba4-br100,5,2 years ago,Peaceful and beautiful.. Can reach there from Bhaisepati on vehicle or you can hike from Taudaha about 1 km walk from the lake.. The green grass around the temple premise is soothing for the soul.. just the place to be to avoid concrete jungle.. But avoid holidays too much crowd nowdays..,"https://lh5.googleusercontent.com/p/AF1QipMtexcaYOb8uqSpynsWdiTOkwnqKwrB29GAPW4X=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMiNVoMXGAKCDMkapvPtJ_6FQGma5uOwdo6po6d=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPHHDsMPF38PD8KAMR08J6WNPC4XMjVqqz0Q5na=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNZcGPrkGhpgA_WCw5J_BLUKMzgD1IwPoIxMMyh=w300-h225-p-k-no",1
 Sikali Mandir,Anish Bhattarai,https://www.google.com/maps/contrib/116847324447679224064/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV0o6Ha0idfHMOfJINPXb7gKapJo0XQZ55WfOKn-tExpWFpBv16=w36-h36-p-rp-mo-ba5-br100,4,3 months ago,We visited on a weekday in the mid afternoon so there was literally no one present so we got the whole area for ourselves. A very peaceful and relaxing place near Kathmandu to visit with your friends or family for dry picnics. One of the main problem with this place is the road leading to here. In the rainy season it gets a little slippery and slushy so be careful. The bad road section is only like 1.5 kilometres.,,0
 Sikali Mandir,Ayush Bhattarai,https://www.google.com/maps/contrib/117539474152995478307/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUJl_N-tUUFj0QiDBamXTzQ4xytgwF3hqQwGOKNy1c-Don5jmdt=w36-h36-p-rp-mo-ba3-br100,5,a year ago,"Great place to visit and chill. The lush green field and the view of the hills on the south is majestic. Absolutely loved it.

The road from Bhaisepati is kinda rough so, be cautious before visiting.

I highly recommend you take snacks with you beforehand as there are very few shops in the area.",https://lh5.googleusercontent.com/p/AF1QipMM9zANE92WROJLwTtpDTjW67H5TcDXuSF0_a4c=w600-h450-p-k-no,0
Kopan Monastery,Charu Kalsy,https://www.google.com/maps/contrib/107598068148651992095/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocL0eMKhHCuZqZ7nocdiGtVrAGBa53l1CHC6mHUJrwxAQH9RAOg=w36-h36-p-rp-mo-ba2-br100,5,6 months ago,"The monastery is blissfully beautiful and peaceful. I was there for a 10 day course and loved every bit of it. It started to feel like home on the second day and I didn’t want to leave! Learned some life lessons and met some beautiful people as well. Will be going back again for more courses!

Some tips from experience: it’ll be wise to download the inDrive app (you don’t need a local number to register) to get around Kathmandu— it’s significantly cheaper than the prepaid taxis. If you do have a Nepali number, an app called Pathao is even cheaper. Next, skip carrying an alarm clock and a tea cup like the website says — you’ll get both at the monastery (the clocks are available at the reception). I do recommend carrying everything else that the website says.","https://lh5.googleusercontent.com/p/AF1QipN6mvyu7wHcoUyG2xvrejdEM4hQse1uin-D17n7=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNBmgWKNs87y1olm7oMtohS4b_K6DQLZlqVwDLc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPeKadaCZzzoGGUFvVKubx1tqeNB4UdBVdEP52s=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMUT48o0NcNh2v1X54asV7RHwKZCWbhoJ1_6EQd=w300-h225-p-k-no",3
Kopan Monastery,Sophia W,https://www.google.com/maps/contrib/106635521182901950194/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKCkITQWalXFD9o5bqPOxU2MSeqfdVVrp-6uLJJksiYcqHXgQ=w36-h36-p-rp-mo-ba5-br100,5,4 months ago,"I have had two meditation courses in Kopan Monastery, where I have learnt basic meditation techniques plus few days’ silent retreat. I do highly recommend Kopan Monastery, who respects different religions accordingly  and do not force you as a student to chant Mantra. Thanks for providing an international standard in Nepal!

Many thanks to Kopan Monastery Team, as well as Francisca and Two Geshes and Gendun, who devoted to these professional meditation courses.

Btw, there’s a polite and decent cat, who is the FIRST cat in Kopan Monastery, please do look after her well as a part of Dharma teaching, thanks and namaste🙏","https://lh5.googleusercontent.com/p/AF1QipMM6EaOqbq48dae1gMDEJV-oWIN-uQzS1CExuuw=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM7_MTgD404mOQHNTaKckk-RTatNY6xamznZbr8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipODFlrmLihQ5wVBLcbIM_eU3hXt4ZQQ0glD-AcB=w300-h225-p-k-no",1
Kopan Monastery,Jay Singh,https://www.google.com/maps/contrib/115385787685679726663/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUDBisLtNawpQi-vaEiTB8cTJeHP-vHWXDtqwKo0GTeIXtiEgvF=w36-h36-p-rp-mo-ba5-br100,4,7 months ago,"Review is based on the 7day introduction to Buddhism and Meditation.

The course exceeded my expectations, this is because I left 'expectations' at the door. Coming in with an open mind, I learnt a lot and how to apply but also really thoughtful in decisions I make on a daily basis. The teachers are great (Joann especially) and some meditation guides. Don't expect (silent) mindful meditation, it's more thinking which I found hard but a good test.

A few suggestions to anyone thinking to do the same (& for Kopan):
1) Cost transparency would be great from Kopan. Knowing the room prices on the website would be good.
2) You don't need a pocket knife, flash light (as they suggest)- plenty of light and tools.
3) The cafe is oddly very expensive, 300 for a coffee with milk! Some people have a budget, so literally outside the gate there is a cafe where you can get the same and rooftop for half the price.
4) Fans in the room would help, a better sleep helps with better meditation.
5) DO bring mosquito spray, this way you don't kill them but can avoid being bitten all night!
6) Less talking from the meditation guides would help with focus!

Otherwise, I'd highly recommend this experience for anyone with and willing open mind.","https://lh5.googleusercontent.com/p/AF1QipN6ncM7FuCHJlvYmagiFVu3zjEOakES5Zf56vDs=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM66E4W9-XOD4WA6Ihg8celQESgJ8y_td1-dDPL=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipObC7Uz545-oREmP1JCfSO97r49mF7ISA-32CQP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOqUEnTMuKjSwm0_H3bnDi_IG5JZnlDdDI2SM1O=w300-h225-p-k-no",5
Kopan Monastery,Vineet Singh,https://www.google.com/maps/contrib/111199334915029943227/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVtGS-98c7B07SdaBnza82hER4HFK4cD2APk_hlTL_tSQzT-3A=w36-h36-p-rp-mo-ba5-br100,5,5 months ago,"Kopan Monastery is a Tibetan Buddhist monastery near Boudhanath, on the outskirts of Kathmandu, Nepal. It is a member of the Foundation for the Preservation of the Mahayana Tradition, an international network of Gelugpa dharma centers, and once served as its headquarters.

You can please visit my YOUTUBE/INSTAGRAM for detailed videos of my Nepal tour and travel tips:
YouTube: Serioustalk1187
Instagram: Vineetsingh411","https://lh5.googleusercontent.com/p/AF1QipMGuUc-Qv3KoOPfKHG96mjETIgrRY_PrnXaBhpr=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO_zD0H4mnHR_ZpE19-4HAbUq-DsyZk4OuQVHaX=w300-h450-p-k-no",0
Kopan Monastery,Julietagarpardo77 Ga,https://www.google.com/maps/contrib/109810988847109357278/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWpUCdLNC-H_odQNTgMg7pptg5OgOmZSwySfknecpDHf5Pipip50Q=w36-h36-p-rp-mo-ba4-br100,5,a month ago,"Beautiful monastery, good energy….although is not open during November- December because there is a course at that time. The guard at the entrance won’t give any information or let you talk to anyone there. It is best to call the office in advance to check.
I would recommend the monastery office to open at least one area for visitors even during courses because pilgrims travel there all the time and they should be able to enter at least to the restaurant to see the view and maybe the main Gompa.",,0
Kopan Monastery,Archana Kakade,https://www.google.com/maps/contrib/104378109393494366413/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUrlp0cZgXozvcYm3uu4OS9vIiP4T7yID3SqgXIFDNFQz7RM_Wl=w36-h36-p-rp-mo-ba4-br100,2,a month ago,"Not for tourism. This place is peaceful, for people who want to study. Don't make mistake of visiting as a tourist. Absolute waste of time as visitor. Approaching road is bad, nothing special to watch. From top you get good view of city. But it's not worth it as you can get similar view from other tourist attractions. Overall suggestion, don't go.",,0
Kopan Monastery,Monika Lubszczyk,https://www.google.com/maps/contrib/114658484916355544821/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUaYWFrv5bFDYpLeCgyxTRpJZ_FpxSUnaiyt__oeO0PvGgh0Ya0=w36-h36-p-rp-mo-ba4-br100,5,a year ago,I’ve spent in Kopan over a week learning about meditation and Buddhism. And it was an amazing experience! The monastery is a perfect environment to spend with no exposure to external distractions. I can highly recommended!,"https://lh5.googleusercontent.com/p/AF1QipNT1njtPiDfpBvfx-AgkBJOd4_hXXL72mMvBEY6=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN9WYuIkiFpzRoM8loEPHfQ9W_ixgw7EuKXEEIK=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMyBYVF63cb0k-EAtBqZKrAeefZP00n9yeR8n1j=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP11tJdsp6yY7vsv-AGM7ZBixX6381YM4ioNWns=w300-h225-p-k-no",6
Kopan Monastery,Gurpreet Dhariwal,https://www.google.com/maps/contrib/102478530088689631230/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIP7w2TYpo0bGwXY3HAxbA_x-n_XmmJuuZZMsFWsBT2vhRKf5Q=w36-h36-p-rp-mo-ba5-br100,5,a year ago,"I wanted to explore Kopan Monastery on the third day of travel but then cab drivers I interacted with suggested that it wouldn't be a nice idea to visit this monastery as roads were not clear. But I still wanted to visit it once before coming back to India as I read great reviews of this place and also witnessed some amazing scenery.

So, on the last day in Nepal, I finally visited this monastery and clicked lots of pictures. I talked to one monk there who has been residing in the monastery for 22 years and he has been there since his childhood. I asked him 'Do you practice celibacy?"" to which he replied, ""Yes, I do"". While walking from pillar to post in the monastery I could feel that he was living in heaven and made the right choice for this life.","https://lh5.googleusercontent.com/p/AF1QipPuOAahcUgDz71oM8m0KDzkbJEsO4dRUxSebz3V=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPBZ4YdOIsI8ygHe0lA0TYDOvIiuDRBlNGbu7uz=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNcJ1xQGhMvMGrtFtDHo5qk-A2sLIyV63WVsrOy=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOOiK2_25ronuaGKiel-MPXtY938owfPB099OJk=w300-h225-p-k-no",3
Janaki Mandir,Prabin Tiwari,https://www.google.com/maps/contrib/103308555878836852958/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUyvTPb0MxgKRi76Dr42gPi_u7nxBQTna2SI6gjxHiPD0SItFEG=w36-h36-p-rp-mo-ba5-br100,5,4 months ago,"I’m so happy to have visited the historical Janakpur Dham and Janaki Temple. The rich cultural and spiritual significance of these sites is truly inspiring. The temple’s architecture is magnificent, and the serene ambiance enhances the sense of connection to the past. It was a profound and memorable experience, and I highly recommend it to anyone interested in history and spirituality.","https://lh5.googleusercontent.com/p/AF1QipMV1BN2B0NDq3_9b1jBvWqeYQ0AGG8lp_R2EqLh=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPTJ_Jf2x2sL33duzqfJhMjTFDaqf8MarMD3Q_c=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOpAnA-NfkE_mU97asWoI90hs2BfetoDvhukAsQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPSKMAWkdNLMU6yEgogRUQ6AuqfPd-jffcLzjhl=w300-h225-p-k-no",0
