ID,Name,Latitude,Longitude,Country,City,Category,Description
27272,Tatuif Riwa,-9.445,124.812222,Indonesia,Meotroy,Natural Landmark,Not Available
27273,Tawerei,-2.214444,133.946389,Indonesia,Teluk Bintuni,Natural Landmark,Not Available
27274,Tebing Keraton,-6.8348584,107.6638952,Indonesia,Bandung,Tourist Attraction,Not Available
27275,Tebing Makariki,-3.2973863,129.5506074,Indonesia,Piliana,Tourist Attraction,Not Available
27276,Tebing apparalang,-5.5421076,120.4502522,Indonesia,Bulukumba,Tourist Attraction,Not Available
27277,Tegal Alun,-7.3246214,107.7202399,Indonesia,Garut,Scenic View,Not Available
27278,Tegal Panjang,-7.272636,107.7256698,Indonesia,Neglawangi,Scenic View,Not Available
27279,Tegal Wangi Beach красота пляж!!,-8.7823731,115.1406596,Indonesia,Jimbaran,Tourist Attraction,Not Available
27280,Tegenungan Blangsinga Waterfall,-8.5752294,115.2907014,Indonesia,Sukawati,Tourist Attraction,Not Available
27281,Telaga Bintang,-0.5688679,130.2707278,Indonesia,Southwest Papua,Tourist Attraction,Not Available
27282,Telaga Biru Cisoka,-6.2774464,106.4316279,Indonesia,Sukatani,Tourist Attraction,Not Available
27283,Telaga Kusuma Agrowisata Waterpark,-7.6662763,111.0460127,Indonesia,Tunggulrejo,Theme Park,Not Available
27284,Telogah,1.075833,103.9075,Indonesia,Batam,Natural Landmark,Not Available
27285,Telok,-7.115556,112.993333,Indonesia,East Java,Natural Landmark,Not Available
27286,Temajo View,0.4150343,108.9466953,Indonesia,Mempawah Hilir,Scenic View,Not Available
27287,Temajuk fishing boat harbor,2.0054436,109.599187,Indonesia,Temajuk,Scenic View,Not Available
27288,Tamkesi,-9.3267443,124.7461248,Indonesia,East Nusa Tenggara,Tourist Attraction,Not Available
27289,Tempat Bermain Anak Taman Sangkareang,-8.5828489,116.1071016,Indonesia,Mataram,Theme Park,Not Available
27290,Tempat Pasola,-9.7410705,119.3295542,Indonesia,Patiala Bawa,Tourist Attraction,Not Available
27291,Tempat wisata Tanjung merpati,-3.8607379,126.6859168,Indonesia,Maluku,Tourist Attraction,Not Available
27292,Tempat wisata air babunyi,-3.7439401,126.4386415,Indonesia,Maluku,Tourist Attraction,Not Available
27293,Tempat wisata desa masnana,-3.8527128,126.7407298,Indonesia,Maluku,Tourist Attraction,Not Available
27294,Temple with big statue,2.9544264,99.0689594,Indonesia,City of Pematang Siantar,Tourist Attraction,Not Available
27295,Tenagatu Huhun,-7.85,126.066667,Indonesia,Maluku,Natural Landmark,Not Available
27296,Tenda Biru Art House,-7.8171239,110.363579,Indonesia,Yogyakarta,Art Gallery,Not Available
27297,Tenda Biru Redlight District,-6.2653979,107.0843746,Indonesia,West Java,Tourist Attraction,Not Available
27298,Tenganan Pegringsingan,-8.4746834,115.5666957,Indonesia,Dauh Tukad,Tourist Attraction,Not Available
27299,Tengku Romot,-8.313,120.4862,Indonesia,Mata Air,Natural Landmark,Not Available
27300,Tengkuhe Arengkambing,1.7814,125.1752,Indonesia,Lihunu,Natural Landmark,Not Available
27301,Tengkuhe Bendera,1.7883,125.1479,Indonesia,Lihunu,Natural Landmark,Not Available
27302,Tengkuhe Empung,1.7913,125.173,Indonesia,Lihunu,Natural Landmark,Not Available
27303,Tengkuhe Kebuntinggi,1.84495,125.0763,Indonesia,Aer Banua,Natural Landmark,Not Available
27304,Tengkuhe Kendati,1.8349,125.0703,Indonesia,North Sulawesi,Natural Landmark,Not Available
27305,Tengkuhe Markonis,1.8302,125.0629,Indonesia,Aer Banua,Natural Landmark,Not Available
27306,Tengkuhe Woka,1.8763,125.0937,Indonesia,Aer Banua,Natural Landmark,Not Available
27307,Tepelberg,1.8,117.583333,Indonesia,East Kalimantan,Natural Landmark,Not Available
27308,Teras Kaca,-8.1060324,110.462203,Indonesia,Girikarto,Scenic View,Not Available
27309,Terminal Ferry - Dolong B,-0.2623582,122.2153165,Indonesia,Central Sulawesi,Tourist Attraction,Not Available
27310,Terminal Ferry Boat - Bumbulan (To Dolong),0.4865064,122.1106874,Indonesia,Gorontalo,Tourist Attraction,Not Available
27311,Terminal sruwen,-7.4307087,110.5304051,Indonesia,Urutsewu,Scenic View,Not Available
27312,Ternak Mantra 1,-6.4640795,110.7752525,Indonesia,Jepara,Zoo,Not Available
27313,Terraced rice fields,-0.4619572,100.4955912,Indonesia,Cubadak,Scenic View,Not Available
27314,Terumbu Karang,-3.7860882,115.5659345,Indonesia,Sumber Baru,Tourist Attraction,Not Available
27315,Tetebatu rice fields,-8.5466909,116.4168366,Indonesia,Tetebatu,Scenic View,Not Available
27316,Teungku-seuneurahbuleuen,5.2985,95.7484,Indonesia,Panca Kubu,Natural Landmark,Not Available
27317,That Pemuteran Tree,-8.1423301,114.662215,Indonesia,Banyu Poh,Tourist Attraction,Not Available
27318,The Bagong Adventure Museum Tubuh,-7.8837086,112.5238118,Indonesia,Kota Batu,Museum,Not Available
27319,The Blooms Garden,-8.3026818,115.1592387,Indonesia,Baturiti,Tourist Attraction,Not Available
27320,The Candy Shop Dive Site,-2.1052988,130.871136,Indonesia,Southwest Papua,Tourist Attraction,Not Available
27321,The Great Asia Afrika,-6.8314726,107.6030978,Indonesia,Gudangkahuripan,Tourist Attraction,Not Available
27322,The Lodge Maribaya,-6.8292707,107.6878408,Indonesia,Wangunharja,Theme Park,Not Available
27323,The Only One silver crafts,-8.633763,115.2588957,Indonesia,Kesiman Kertalangu,Tourist Attraction,Not Available
27324,The Taman Dayu,-7.6717524,112.6973732,Indonesia,Pandaan,Tourist Attraction,Not Available
27325,The View Restoran,-8.2597471,115.0803617,Indonesia,Bali,Scenic View,Not Available
27326,Tibumana Waterfall,-8.5068009,115.3330647,Indonesia,Bunutin,Tourist Attraction,Not Available
27327,Ticket office,-7.6452147,108.5382392,Indonesia,Ciliang,Tourist Attraction,Not Available
27328,Tima,-4.041667,114.666667,Indonesia,Kandangan Lama,Natural Landmark,Not Available
27329,Timezone arcade,-7.2901733,112.6751519,Indonesia,Surabaya,Tourist Attraction,Not Available
27330,Timoro,-6.2791,120.5353,Indonesia,Kepulauan Selayar,Natural Landmark,Not Available
27331,Tinggi,1.088333,103.900833,Indonesia,Batam,Natural Landmark,Not Available
27332,Tinoor,1.3867973,124.8338161,Indonesia,Tomohon,Scenic View,Not Available
27333,Tinowo,-3.765,122.273333,Indonesia,Lemobajo,Natural Landmark,Not Available
27334,Tinteng Kah,0.987177,111.5512978,Indonesia,Puring Kencana,Natural Landmark,Not Available
27335,Tiolo,0.566944,122.227222,Indonesia,Gorontalo,Natural Landmark,Not Available
27336,Tip Top,3.5860671,98.6796301,Indonesia,City of Medan,Tourist Attraction,Not Available
27337,Tiringan,1.683333,127.65,Indonesia,Laba Besar,Natural Landmark,Not Available
27338,Tirta Empul,-8.4143876,115.3159951,Indonesia,Manukaya,Tourist Attraction,Not Available
27339,Titik MAB I AGR,0.5698735,116.8050061,Indonesia,Batu Balai,Monument,Not Available
27340,Kilometer 0,5.9059892,95.2168211,Indonesia,Sabang,Tourist Attraction,Not Available
27341,Bamboo viewing platforms,-7.5770509,110.4545067,Indonesia,Glagah Harjo,Scenic View,Not Available
27342,Titik pantau Erosi afd 2,0.5621858,116.7947484,Indonesia,Batu Balai,Scenic View,Not Available
27343,To: Underwater volcano beach,1.8029001,127.85927,Indonesia,Galela,Tourist Attraction,Not Available
27344,Toar Lummimuut,1.4864771,124.8511822,Indonesia,Manado,Monument,Not Available
27345,Tobaru-mabuku,1.533333,127.7,Indonesia,Naga,Natural Landmark,Not Available
27346,Toblerone Dive Site,-2.1606426,130.2906962,Indonesia,Southwest Papua,Tourist Attraction,Not Available
27347,Tohkier,-0.6537686,132.3129095,Indonesia,Southwest Papua,Natural Landmark,Not Available
27348,Toka Assam,1.6575,125.0122,Indonesia,Kokoleh Dua,Natural Landmark,Not Available
27349,Toka Batutiri,0.9216,124.4937,Indonesia,Kinalawiran,Natural Landmark,Not Available
27350,Toka Bulan,1.5495,125.0686,Indonesia,Lumpias,Natural Landmark,Not Available
27351,Toka Damar,0.8298,124.4805,Indonesia,Linelean,Natural Landmark,Not Available
27352,Toka Hombu,1.425,125.2353,Indonesia,Bitung,Natural Landmark,Not Available
27353,Toka Kadeem,0.9021,124.5269,Indonesia,Liandok,Natural Landmark,Not Available
27354,Toka Kayubesi,1.5359,125.059,Indonesia,Pinilih,Natural Landmark,Not Available
27355,Toka Lembean,1.36135,125.03015,Indonesia,Treman,Natural Landmark,Not Available
27356,Toka Liandok,0.9143,124.5301,Indonesia,Liandok,Natural Landmark,Not Available
27357,Toka Lindangan,0.9528,124.4783,Indonesia,Karowa,Natural Landmark,Not Available
27358,Toka Makapok,1.5241,125.0835,Indonesia,Bitung,Natural Landmark,Not Available
27359,Toka Mamamburi,0.8765,124.4215,Indonesia,Mokobang,Natural Landmark,Not Available
27360,Toka Mamokol,1.31915,125.02875,Indonesia,Lansot,Natural Landmark,Not Available
27361,Toka Minayung,0.8694,124.488,Indonesia,Kinamang,Natural Landmark,Not Available
27362,Toka Moonot,0.9261,124.5184,Indonesia,Liandok,Natural Landmark,Not Available
27363,Toka Munte,0.9978,124.3543,Indonesia,Durian,Natural Landmark,Not Available
27364,Toka Niutakan,0.9321,124.4624,Indonesia,Kinaweruan,Natural Landmark,Not Available
27365,Toka Paoedi,1.35608,125.00775,Indonesia,Karegesan,Natural Landmark,Not Available
27366,Toka Payung,0.9567,124.4648,Indonesia,Lindangan,Natural Landmark,Not Available
27367,Toka Pulisan,1.6799,125.1719,Indonesia,Pulisan,Natural Landmark,Not Available
27368,Toka Rinokroknesakit,1.66,125.0891,Indonesia,North Sulawesi,Natural Landmark,Not Available
27369,Toka Rubianwene,1.6501,125.0307,Indonesia,Kokoleh,Natural Landmark,Not Available
27370,Toka Runian,1.6416,125.0201,Indonesia,Kokoleh,Natural Landmark,Not Available
27371,Toka Salimbata,0.9145,124.5118,Indonesia,Liandok,Natural Landmark,Not Available
27372,Toka Sondana,0.9412,124.5091,Indonesia,Karowa,Natural Landmark,Not Available
27373,Toka Sumedi,1.41748,125.05445,Indonesia,Tendeki,Natural Landmark,Not Available
27374,Toka Taeadei,1.5304,125.036,Indonesia,Wasian,Natural Landmark,Not Available
27375,Toka Tamboansela,1.5132,125.1334,Indonesia,Bitung,Natural Landmark,Not Available
27376,Toka Tasiam,1.5353,125.0716,Indonesia,Bitung,Natural Landmark,Not Available
27377,Toka Tawaang,1.47918,125.1009,Indonesia,Bitung,Natural Landmark,Not Available
27378,Toka Tawoa,1.5887,125.1468,Indonesia,Bitung,Natural Landmark,Not Available
27379,Toka Tembaankoka,1.56,125.129,Indonesia,Bitung,Natural Landmark,Not Available
27380,Toka Timanapah,1.4819,125.0286,Indonesia,Klabat,Natural Landmark,Not Available
27381,Toka Toipu,0.925,124.4853,Indonesia,Kinalawiran,Natural Landmark,Not Available
27382,Toka Tuandei,1.573,125.103,Indonesia,Bitung,Natural Landmark,Not Available
27383,Toka Wiau,1.4967,125.1053,Indonesia,Bitung,Natural Landmark,Not Available
27384,Toka Wiliau,1.561,125.037,Indonesia,Lumpias,Natural Landmark,Not Available
27385,Toka Wori,1.6662,125.086,Indonesia,North Sulawesi,Natural Landmark,Not Available
27386,Toko Merah,-6.1358945,106.8113342,Indonesia,Special capital Region of Jakarta,Tourist Attraction,Not Available
27387,Toliamba,-5.2957136,123.5447892,Indonesia,Wangi-Wangi,Scenic View,Not Available
27388,Toll Booth,-6.5898971,110.6490955,Indonesia,Jepara,Tourist Attraction,Not Available
27389,Tolong Bonelangi,-8.4721,121.0908,Indonesia,Tadho,Natural Landmark,Not Available
27390,Tolong Kolo,-8.5439,121.0796,Indonesia,Turaloa,Natural Landmark,Not Available
27391,Tolong Mambang,-8.5546,121.0897,Indonesia,Turaloa,Natural Landmark,Not Available
27392,Tolong Namut,-8.4969,121.0763,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27393,Tolong Ndwu,-8.5024,121.0504,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27394,Tom Ukul,-4.2230493,138.9198793,Indonesia,Walesi,Natural Landmark,Not Available
27395,Tombila,-1.5,123.0,Indonesia,Lalanday,Natural Landmark,Not Available
27396,Tomia Hill,-5.7626295,123.9434996,Indonesia,Tongano Timur,Scenic View,Not Available
27397,Tomohon View Point,1.3770905,124.8319707,Indonesia,Tomohon,Scenic View,Not Available
27398,Tondokratte,-2.5006,119.5108,Indonesia,West Sulawesi,Natural Landmark,Not Available
27399,Tonggah,-4.116667,114.7,Indonesia,South Kalimantan,Natural Landmark,Not Available
27400,Tongkonan Buntu Tangnga,-3.2425551,119.7999219,Indonesia,Enrekang,Tourist Attraction,Not Available
27401,"Tongkonan Sassa'",-3.1653449,119.8594841,Indonesia,Lemo,Tourist Attraction,Not Available
27402,Tongku,-1.436667,120.821111,Indonesia,Central Sulawesi,Natural Landmark,Not Available
27403,Top tower in Malengke island!,-0.2462565,122.080317,Indonesia,Malenge Village,Tourist Attraction,Not Available
27404,Topcliff,-0.8845016,131.2381971,Indonesia,Sorong,Scenic View,Not Available
27405,Tophill,-0.8858941,131.2353464,Indonesia,Sorong,Scenic View,Not Available
27406,Toplana,-3.38359,128.5000122,Indonesia,Tihulale,Natural Landmark,Not Available
27407,Tor Adanoru,1.8337,98.7669,Indonesia,Tapian Nauli IV,Natural Landmark,Not Available
27408,Tor Adiantol Ping,1.9537,98.8857,Indonesia,North Sumatra,Natural Landmark,Not Available
27409,Tor Andrianlimut,1.7141,98.9341,Indonesia,Bona Lumban,Natural Landmark,Not Available
27410,Tor Baieganjang,1.9482,98.9215,Indonesia,Pansur Batu,Natural Landmark,Not Available
27411,Tor Batuharimo,1.6973,98.8301,Indonesia,Pandan,Natural Landmark,Not Available
27412,Tor Bolasan,1.4549,98.823,Indonesia,North Sumatra,Natural Landmark,Not Available
27413,Tor Bulubadak,1.558787,98.8980312,Indonesia,North Sumatra,Natural Landmark,Not Available
27414,Tor Bululugo,1.9262,98.8573,Indonesia,Pardomuan Nauli,Natural Landmark,Not Available
27415,Tor Gunilombu,1.9028,98.9984,Indonesia,Siandor Andor,Natural Landmark,Not Available
27416,Tor Gunungnilumbu,1.8226,98.6959,Indonesia,Upt.i Makari Nauli,Natural Landmark,Not Available
27417,Tor Guopartonga,1.3507,98.9585,Indonesia,Hapesong Lama,Natural Landmark,Not Available
27418,Tor Hapar,1.5725,98.8726,Indonesia,Lubuk Ampolu,Natural Landmark,Not Available
27419,Tor Honas,1.8777,98.681,Indonesia,Pasar Onan Hurlang,Natural Landmark,Not Available
27420,Tor Lanjang,1.9398,98.6402,Indonesia,Pelita,Natural Landmark,Not Available
27421,Tor Lianggopea,1.8009,98.6936,Indonesia,North Sumatra,Natural Landmark,Not Available
27422,Tor Masundung,1.5863,98.9565,Indonesia,North Sumatra,Natural Landmark,Not Available
27423,Tor Masunsung,1.5708,98.9397,Indonesia,Masundung,Natural Landmark,Not Available
27424,Tor Na Gebuk,1.4905,98.9692,Indonesia,Sibabangun,Natural Landmark,Not Available
27425,Tor Nabaratgodang,1.3589,98.9481,Indonesia,North Sumatra,Natural Landmark,Not Available
27426,Tor Nabaratmenek,1.3484,98.9291,Indonesia,North Sumatra,Natural Landmark,Not Available
27427,Tor Nagalanggunung,1.651,98.9989,Indonesia,Aek Bontar,Natural Landmark,Not Available
27428,Tor Nagatimbul,1.8434,98.8163,Indonesia,Naga Timbul,Natural Landmark,Not Available
27429,Tor Palangka Gading,1.7862,98.8776,Indonesia,Sibalanga,Natural Landmark,Not Available
27430,Tor Pangalitan,0.916667,99.9,Indonesia,Hapung Torop,Natural Landmark,Not Available
27431,Tor Pangesean,1.8407,98.6639,Indonesia,Satahi Nauli,Natural Landmark,Not Available
27432,Tor Panggulubalang,1.9595,98.7925,Indonesia,Pagaran Lambung Iv,Natural Landmark,Not Available
27433,Tor Panghereanjala,1.8823,98.7074,Indonesia,Pasar Onan Hurlang,Natural Landmark,Not Available
27434,Tor Panjaringan,1.8404,98.7465,Indonesia,Unte Mungkur Iii,Natural Landmark,Not Available
27435,Tor Panulahan,1.8223,98.9671,Indonesia,Simardangiang,Natural Landmark,Not Available
27436,Tor Parlabian,1.8945,98.6806,Indonesia,Pasar Onan Hurlang,Natural Landmark,Not Available
27437,Tor Parluluan,1.8971,98.8516,Indonesia,Pagaran Lambung Iii,Natural Landmark,Not Available
27438,Tor Pulaubargot,1.7499,98.9639,Indonesia,Sipan,Natural Landmark,Not Available
27439,Tor Pulogomba,1.3763,98.8863,Indonesia,Huta Raja,Natural Landmark,Not Available
27440,Tor Ra,1.4741,98.9777,Indonesia,Sibabangun,Natural Landmark,Not Available
27441,Tor Sibaganding,1.4931,98.9252,Indonesia,Lumut,Natural Landmark,Not Available
27442,Tor Sibara-bara,1.7597,98.8754,Indonesia,Mardame,Natural Landmark,Not Available
27443,Tor Sidabudabuan,1.9335,98.84,Indonesia,Pardomuan Nauli,Natural Landmark,Not Available
27444,Tor Sidohardohar,0.766667,99.283333,Indonesia,Hadangkahan,Natural Landmark,Not Available
27445,Tor Sigunanilombu,1.8192,98.7007,Indonesia,Unte Mungkur Iv,Natural Landmark,Not Available
27446,Tor Simama,1.8554,98.7309,Indonesia,Unte Mungkur Ii,Natural Landmark,Not Available
27447,Tor Simanapang,1.6801,98.8459,Indonesia,Pandan,Natural Landmark,Not Available
27448,Tor Simartolu,1.9139,98.962,Indonesia,Banuaji I,Natural Landmark,Not Available
27449,Tor Simataniari,1.8292,98.6871,Indonesia,Upt.i Makari Nauli,Natural Landmark,Not Available
27450,Tor Simonang-monang,1.6997,98.97,Indonesia,North Sumatra,Natural Landmark,Not Available
27451,Tor Sinora,1.958,98.8407,Indonesia,Pardomuan Nauli,Natural Landmark,Not Available
27452,Tor Tindoanlaut,1.6436,98.92,Indonesia,Huta Nabolon,Natural Landmark,Not Available
27453,Toraja houses,-2.9599916,119.8890848,Indonesia,Rantepao,Tourist Attraction,Not Available
27454,Toraja village,-3.0651276,119.8701111,Indonesia,Tambunan,Tourist Attraction,Not Available
27455,Torukono Pomponangi,-2.8882,122.1239,Indonesia,Bahomakmur,Natural Landmark,Not Available
27456,Torukuna Matantahi,-3.1519,122.3467,Indonesia,Lamontoli,Natural Landmark,Not Available
27457,Torukuno Aa,-2.0054,121.3814,Indonesia,Korololaki,Natural Landmark,Not Available
27458,Torukuno Aea,-3.1434,122.3226,Indonesia,Wereea,Natural Landmark,Not Available
27459,Torukuno Babulusa,-1.7486,121.4445,Indonesia,Central Sulawesi,Natural Landmark,Not Available
27460,Torukuno Badu,-2.1197,120.8094,Indonesia,Central Sulawesi,Natural Landmark,Not Available
27461,Torukuno Eppe,-2.9421,121.8413,Indonesia,Bahodopi,Natural Landmark,Not Available
27462,Torukuno Fafontumundu,-2.5469,121.9355,Indonesia,Matano,Natural Landmark,Not Available
27463,Torukuno Fitatetero,-3.1841,122.3959,Indonesia,Lalemo,Natural Landmark,Not Available
27464,Torukuno Fonuampue,-2.9108,122.2484,Indonesia,Central Sulawesi,Natural Landmark,Not Available
27465,Torukuno Gandaganda,-1.9695,121.3138,Indonesia,Bahoue,Natural Landmark,Not Available
27466,Torukuno Kalentiwo,-2.9738,122.2033,Indonesia,Tanda Oleo,Natural Landmark,Not Available
27467,Torukuno Karoni,-2.7238,121.8469,Indonesia,Bahomotefe / Bahomoahi / Ululere,Natural Landmark,Not Available
27468,Torukuno Keulere,-2.1556,121.3304,Indonesia,Korowou,Natural Landmark,Not Available
27469,Torukuno Konduhe,-2.9554,122.2689,Indonesia,Bahodopi,Natural Landmark,Not Available
27470,Torukuno Kotaea,-2.3265,121.776,Indonesia,Bungku Barat,Natural Landmark,Not Available
27471,Torukuno Lambolo,-1.9177,121.2808,Indonesia,Bahoue,Natural Landmark,Not Available
27472,Torukuno Lamboreo,-2.9085,122.0223,Indonesia,Bahodopi,Natural Landmark,Not Available
27473,Torukuno Larabakuno,-2.1508096,121.4563046,Indonesia,Molino,Natural Landmark,Not Available
27474,Torukuno Leete,-2.2993,121.7708,Indonesia,Tondo,Natural Landmark,Not Available
27475,Torukuno Legowi,-2.1849,120.998,Indonesia,Central Sulawesi,Natural Landmark,Not Available
27476,Torukuno Lela,-2.4291,121.489,Indonesia,Bungku Barat,Natural Landmark,Not Available
27477,Torukuno Marigerige,-2.074,120.789,Indonesia,Barati,Natural Landmark,Not Available
27478,Torukuno Merpati,-2.0105,121.4533,Indonesia,Central Sulawesi,Natural Landmark,Not Available
27479,Torukuno Meusa,-2.3426,121.2574,Indonesia,Dolupo Karya,Natural Landmark,Not Available
27480,Torukuno Pamoneka,-2.423,121.3308,Indonesia,Luwu Timur,Natural Landmark,Not Available
27481,Torukuno Pasi,-2.9374,122.1725,Indonesia,Boelimau,Natural Landmark,Not Available
